Claim_ID,Bind_Date1,Customer_Life_Value1,Age_Insured,Policy_Num,Policy_State,Policy_Start_Date,Policy_Expiry_Date,Policy_BI,Policy_Ded,Policy_Premium,Umbrella_Limit,Insured_Zip,Gender,Education,Occupation,Hobbies,Insured_Relationship,Capital_Gains,Capital_Loss,Garage_Location,Accident_Date,Accident_Type,Collision_Type,Accident_Severity,authorities_contacted,Acccident_State,Acccident_City,Accident_Location,Accident_Hour,Num_of_Vehicles_Involved,Property_Damage,Bodily_Injuries,Witnesses,Police_Report,DL_Expiry_Date,Claims_Date,Auto_Make,Auto_Model,Auto_Year,Vehicle_Color,Vehicle_Cost,Annual_Mileage,DiffIN_Mileage,Low_Mileage_Discount,Commute_Discount,Total_Claim,Injury_Claim,Property_Claim,Vehicle_Claim,Vehicle_Registration,Check_Point,Wait_Policy_BI,Indemnity_Policy_BI,Policy_Duration,Claim_Duration,License_Validity,Claim_Intensity
CC00000828,2022-06-01,19,26,130799857,1,2023-09-13,2024-03-13,250/500,2000,1191.19,4000000,468813,0,4,farming-fishing,basketball,not-in-family,29300,0,No,2024-02-12,0,1,2,2,VA,Northbrook,3653 Elm Drive,9,3,1,0,1,1,2025-07-01,2024-02-17,3,34,2,1,5431,8607,2544,0,0,3048.41,1846.8,332.97,868.64,FB10F6436,No,250,500,182,5,505,0.13618936722974692
CC00000829,2022-01-01,24,41,175492478,1,2023-09-09,2024-03-09,250/500,2000,1415.74,6000000,608117,0,6,armed-forces,board-games,unmarried,48900,-62400,No,2024-01-10,2,0,0,3,OH,Arlington,6956 Maple Drive,5,1,1,1,2,0,2025-05-12,2024-01-10,3,34,8,3,9850,5160,2227,1,0,5819.0,1957.87,2809.12,1052.01,MW18V0145,No,250,500,182,0,488,0.05240165673029956
CC00000830,2022-04-01,21,37,171950632,2,2023-11-12,2024-05-12,100/300,500,1632.93,0,614417,0,1,transport-moving,golf,not-in-family,0,-42900,No,2024-02-23,0,1,1,1,SC,Riverwood,7923 Elm Ave,7,3,0,2,0,1,2026-04-11,2024-02-23,8,7,3,2,3290,12430,5073,0,0,11752.69,3709.44,4009.33,4033.92,MH05D1137,No,100,300,182,0,778,0.4000729083867294
CC00000831,2023-01-01,12,59,124964517,2,2023-10-14,2024-04-14,250/500,500,1344.36,7000000,473329,0,3,prof-specialty,hiking,other-relative,0,0,No,2024-02-06,1,3,1,4,WV,Northbend,6375 2nd Lane,8,1,1,2,3,0,2025-10-05,2024-02-09,10,1,7,1,5409,7153,7658,1,1,23267.66,2268.28,11375.56,9623.82,CO46H4165,No,250,500,183,3,607,0.16819279574142143
CC00000832,2022-01-01,24,52,198428325,1,2023-10-28,2024-04-28,500/1000,1000,1053.02,0,602402,0,0,prof-specialty,bungie-jumping,not-in-family,0,0,No,2024-02-16,2,0,0,2,NY,Arlington,7331 Sky Hwy,2,1,1,0,2,0,2026-04-09,2024-02-17,12,11,0,5,15,6480,5132,1,0,1537.42,432.58,39.67,1065.17,NP13M9777,No,500,1000,183,1,783,0.09397355323784924
CC00000833,2022-06-01,19,49,143831003,1,2023-08-10,2024-02-10,100/300,500,1141.62,0,451672,0,1,prof-specialty,kayaking,husband,34300,-24300,No,2024-01-01,3,3,1,4,WV,Columbus,8085 Andromedia St,4,1,2,1,3,1,2025-07-09,2024-01-06,8,12,3,4,7523,9457,7285,0,1,3513.14,436.94,60.38,3015.82,RX53Q9828,No,100,300,184,5,555,0.024597006859397825
CC00000834,2022-09-01,16,59,124964517,2,2023-10-14,2024-04-14,250/500,500,1344.36,7000000,473329,0,3,prof-specialty,hiking,other-relative,0,0,No,2024-02-06,1,3,1,4,WV,Northbend,6375 2nd Lane,8,1,1,2,3,0,2025-10-05,2024-02-09,10,1,7,1,5494,8320,6163,0,0,19462.7,9640.96,50.69,9771.05,NX42K6554,No,250,500,183,3,607,0.6977733548048564
CC00000835,2022-12-01,13,34,143394022,2,2023-09-04,2024-03-04,250/500,2000,1277.25,0,605169,0,1,exec-managerial,yachting,other-relative,84900,0,No,2024-01-19,2,1,0,3,NY,Springfield,8668 Flute St,14,1,0,1,2,2,2026-01-16,2024-01-21,13,28,9,5,9429,7628,3001,0,0,21330.73,7300.77,9698.92,4331.04,PL65Y4183,No,250,500,182,2,728,0.29972079641785215
CC00000836,2023-01-01,12,41,197200586,1,2023-09-30,2024-03-30,500/1000,2000,1167.3,4000000,618123,0,2,priv-house-serv,board-games,other-relative,0,0,No,2024-02-22,2,2,1,1,SC,Hillsdale,8381 Solo Hwy,22,1,0,2,0,2,2025-09-28,2024-02-27,13,28,5,5,5034,8564,4012,0,0,4799.04,1180.85,2097.35,1520.84,GV62V9495,No,500,1000,182,5,584,0.09298112030891606
CC00000837,2022-05-01,20,27,181224660,1,2023-09-22,2024-03-22,250/500,1000,433.33,0,603269,0,5,machine-op-inspct,golf,other-relative,25900,0,No,2024-01-02,1,3,1,4,SC,Hillsdale,6067 Weaver Ridge,7,1,1,0,3,0,2025-12-12,2024-01-03,8,12,3,4,8014,11013,3503,0,0,19099.28,4467.89,9490.62,5140.77,MO10B0109,No,250,500,182,1,710,0.2348066922605956
CC00000838,2022-07-01,18,35,170125042,1,2023-10-12,2024-04-12,100/300,500,1040.75,0,445601,0,3,prof-specialty,paintball,not-in-family,0,0,No,2024-02-03,2,1,2,0,WV,Northbend,2275 Best Lane,1,1,2,1,1,2,2025-04-30,2024-02-06,2,37,5,1,9670,15665,7781,0,0,23341.51,9506.13,9986.09,3849.29,PT79V1006,No,100,300,183,3,452,0.3612903201286428
CC00000839,2022-08-01,17,49,143831003,1,2023-08-10,2024-02-10,100/300,500,1141.62,0,451672,0,1,prof-specialty,kayaking,husband,34300,-24300,No,2024-01-01,3,3,1,4,WV,Columbus,8085 Andromedia St,4,1,2,1,3,1,2025-07-09,2024-01-06,8,12,3,4,7852,10725,3636,0,0,17579.77,7371.74,7590.91,2617.12,CL79N4389,No,100,300,184,5,555,0.40048981871383466
CC00000840,2022-01-01,24,42,196181675,1,2023-09-02,2024-03-02,100/300,500,1515.3,0,603248,0,2,machine-op-inspct,hiking,not-in-family,0,0,No,2024-01-19,0,1,2,0,SC,Northbend,9737 Solo Hwy,21,3,0,1,0,0,2025-12-07,2024-01-20,8,24,0,5,797,15747,3136,0,0,23877.71,4531.58,3835.16,15510.97,JX85Y4856,No,100,300,182,1,688,0.8108962200001432
CC00000841,2022-12-01,13,48,123389112,1,2023-09-13,2024-03-13,250/500,500,1411.43,0,464874,0,5,armed-forces,bungie-jumping,own-child,45100,-32800,No,2024-01-16,2,0,0,0,NY,Riverwood,9588 Solo St,17,1,2,2,1,0,2025-08-25,2024-01-16,6,10,8,2,7917,6651,2044,1,0,5813.4,2059.52,272.69,3481.19,DC08V6104,No,250,500,182,0,587,0.11021025633067359
CC00000842,2022-04-01,21,34,135498813,1,2023-10-05,2024-04-05,500/1000,1000,873.64,4000000,432934,0,0,priv-house-serv,yachting,husband,800,0,No,2024-01-30,0,0,1,2,SC,Columbus,9489 3rd St,9,3,0,2,1,2,2025-05-08,2024-02-01,5,14,1,1,2223,10209,3487,0,0,20758.28,3889.75,15412.79,1455.74,VI86C3739,No,500,1000,183,2,464,0.5077008418716962
CC00000843,2023-01-01,12,36,176316118,2,2023-09-14,2024-03-14,500/1000,1000,1152.4,0,615921,0,0,priv-house-serv,reading,unmarried,39600,-82400,No,2024-01-25,1,3,1,3,VA,Springfield,1681 Cherokee Hwy,0,1,2,2,3,2,2025-04-19,2024-01-27,8,12,8,4,9901,6324,6173,1,0,4508.92,826.78,465.17,3216.97,AA10I1289,No,500,1000,182,2,450,0.020221665930878287
CC00000844,2022-04-01,21,44,147531748,0,2023-10-03,2024-04-03,250/500,2000,1649.18,0,613647,0,1,farming-fishing,base-jumping,other-relative,0,-58600,No,2024-02-22,2,0,0,2,NY,Hillsdale,5483 Francis Drive,18,1,2,1,2,1,2025-12-18,2024-02-22,6,10,3,3,2600,13040,7812,0,0,1112.58,43.93,153.11,915.54,NM46K5213,No,250,500,183,0,665,0.005362476822210639
CC00000845,2022-05-01,20,42,123330533,1,2023-10-28,2024-04-28,250/500,500,1124.6,0,612904,0,0,armed-forces,hiking,not-in-family,0,0,No,2024-01-30,0,1,1,3,NY,Arlington,4985 Sky Lane,23,3,2,0,0,2,2025-08-09,2024-02-02,7,36,0,2,1151,6286,3764,1,0,21610.64,2375.22,18710.47,524.95,BO10K5486,No,250,500,183,3,557,0.41159712619178823
CC00000846,2022-12-01,13,26,123224943,0,2023-08-21,2024-02-21,100/300,1000,1276.57,0,467784,0,6,craft-repair,skydiving,not-in-family,71500,0,No,2024-01-06,2,1,1,1,NY,Arlington,6723 Best Drive,3,1,2,1,2,0,2025-06-20,2024-01-08,3,32,7,3,6709,13260,2693,0,0,17546.66,2529.57,5167.4,9849.69,RB20B9454,No,100,300,184,2,531,0.15361944606221006
CC00000847,2022-03-01,22,43,168111273,0,2023-10-22,2024-04-22,500/1000,500,1235.1,0,466959,0,5,tech-support,exercise,not-in-family,66400,-34400,No,2024-02-10,2,1,1,3,SC,Springfield,9138 3rd St,14,1,0,2,1,0,2025-08-26,2024-02-10,2,22,5,1,4798,15541,3620,0,0,12450.72,5642.06,2077.34,4731.32,IX36N5720,No,500,1000,183,0,563,0.45558681412384855
CC00000848,2022-01-01,24,29,154616785,0,2023-10-27,2024-04-27,100/300,500,1203.24,0,600702,0,3,transport-moving,video-games,other-relative,62500,-66900,No,2024-02-05,3,3,1,3,NY,Columbus,1562 Britain St,9,1,1,2,0,2,2025-08-01,2024-02-06,6,6,6,2,5619,7786,6986,0,0,14704.16,30.48,7886.2,6787.48,YD01B1572,No,100,300,183,1,543,0.0021744884280546104
CC00000849,2023-01-01,12,40,130807958,1,2023-11-06,2024-05-06,100/300,1000,1405.99,0,472895,0,0,sales,yachting,wife,0,0,No,2024-03-01,0,2,1,0,VA,Springfield,4755 Best Lane,18,3,2,1,0,1,2026-05-09,2024-03-05,2,38,0,5,858,10038,3250,0,0,7917.93,4889.15,1059.25,1969.53,JD74J8110,No,100,300,182,4,799,0.8707022749048114
CC00000850,2023-01-01,12,28,190192321,1,2023-08-28,2024-02-28,250/500,1000,1281.27,0,447442,0,6,tech-support,golf,not-in-family,68900,0,No,2024-01-07,0,1,1,1,SC,Springfield,7709 Rock Lane,9,3,0,0,3,2,2025-10-05,2024-01-07,2,37,4,1,8860,7641,6326,0,0,2071.97,676.54,793.05,602.38,TQ97M7568,No,250,500,184,0,637,0.030912210400784068
CC00000851,2022-08-01,17,42,124353500,2,2023-10-17,2024-04-17,250/500,500,1072.62,0,444913,0,5,machine-op-inspct,exercise,husband,39900,-60200,No,2024-02-18,0,2,2,2,WV,Springfield,3654 Cherokee Ave,7,4,1,2,1,1,2025-12-13,2024-02-19,12,18,0,1,1118,14911,7834,0,0,10031.07,8373.4,366.18,1291.49,EF57S5434,No,250,500,183,1,664,1.455352549395848
CC00000852,2022-12-01,13,52,145849195,1,2023-10-30,2024-04-30,250/500,1000,1242.96,7000000,449800,0,2,other-service,paintball,own-child,0,-37100,No,2024-02-22,0,1,1,2,NY,Riverwood,5838 Pine Lane,2,2,2,2,0,2,2025-09-10,2024-02-27,0,31,4,5,4096,7121,4995,1,0,13912.51,707.46,11452.91,1752.14,NH21M5594,No,250,500,183,5,566,0.0651094130066052
CC00000853,2022-04-01,21,48,124196894,0,2023-09-09,2024-03-09,250/500,1000,1406.91,0,466132,0,4,craft-repair,sleeping,husband,53300,0,No,2024-01-25,2,2,0,3,SC,Columbus,9935 4th Drive,5,1,2,1,2,1,2026-01-17,2024-01-29,10,1,1,2,381,11404,3908,0,0,5076.53,1336.26,633.81,3106.46,LK01X4520,No,250,500,182,4,723,0.24987751652124482
CC00000854,2022-10-01,15,46,189651767,1,2023-10-26,2024-04-26,500/1000,500,1314.6,0,458139,0,4,prof-specialty,exercise,not-in-family,24800,0,No,2024-02-23,2,1,2,2,WV,Hillsdale,8782 3rd St,0,1,1,2,3,2,2025-11-27,2024-02-24,10,1,7,4,5386,6597,5027,1,0,19849.07,143.5,17971.3,1734.27,SR68N7324,No,500,1000,183,1,643,0.010694398073070686
CC00000855,2022-09-01,16,25,122268076,0,2023-08-12,2024-02-12,250/500,2000,1053.24,0,603527,0,1,prof-specialty,movies,other-relative,51100,0,No,2024-01-05,0,0,2,2,NC,Arlington,7551 Britain Lane,0,4,2,1,0,0,2025-04-09,2024-01-08,0,23,7,1,6954,15497,5241,0,0,15543.75,7997.88,679.29,6866.58,WE93B0272,No,250,500,184,3,460,0.4732302561860193
CC00000856,2022-07-01,18,42,133962793,0,2023-09-26,2024-03-26,500/1000,500,1848.81,0,435489,0,3,transport-moving,video-games,own-child,0,-49000,No,2024-02-06,0,0,0,1,WV,Northbend,2457 Washington Ave,20,3,2,2,2,1,2025-12-04,2024-02-06,11,21,2,2,2262,7520,6193,0,0,12724.09,2040.1,10397.9,286.09,ZH41O1499,No,500,1000,182,0,667,0.2650509743393863
CC00000857,2022-05-01,20,55,145647240,2,2023-09-11,2024-03-11,100/300,2000,1268.79,0,453148,0,4,priv-house-serv,chess,own-child,0,-31000,No,2024-01-19,2,0,2,0,WV,Northbend,5667 4th Drive,15,1,1,2,2,2,2026-01-02,2024-01-20,4,30,5,0,6447,8651,4955,0,0,5292.53,187.05,2950.89,2154.59,OO81L2690,No,100,300,182,1,714,0.01224658153093727
CC00000858,2022-04-01,21,61,195444446,0,2023-10-22,2024-04-22,100/300,2000,1402.75,0,449557,0,3,exec-managerial,exercise,husband,0,0,No,2024-02-18,0,1,1,3,NY,Columbus,4268 2nd Ave,10,3,1,2,1,1,2026-03-13,2024-02-19,7,36,0,2,907,13426,2380,0,0,2485.79,1525.15,492.99,467.65,CD15C7475,No,100,300,183,1,754,0.27031266339014953
CC00000859,2022-05-01,20,39,190032069,2,2023-10-30,2024-04-30,100/300,500,1362.87,0,458364,0,4,exec-managerial,chess,other-relative,35700,0,No,2024-02-22,0,0,1,0,NY,Arlington,1218 Sky Hwy,6,3,2,2,2,0,2025-10-11,2024-02-25,4,27,7,5,7206,7828,3277,0,0,15218.59,10262.27,2586.44,2369.88,EJ42I6676,No,100,300,183,3,597,0.5920719144789564
CC00000860,2022-06-01,19,37,152336068,2,2023-08-18,2024-02-18,250/500,2000,1241.97,0,430104,0,2,other-service,movies,not-in-family,75400,0,No,2024-01-05,1,3,1,4,NY,Hillsdale,8749 Tree St,18,1,0,1,0,0,2025-05-24,2024-01-07,7,36,5,5,5005,5274,2595,1,0,2116.48,1022.92,554.79,538.77,XI84H5496,No,250,500,184,2,505,0.08073266479670035
CC00000861,2022-05-01,20,44,114199383,1,2023-10-20,2024-04-20,500/1000,1000,1168.2,0,452787,0,3,handlers-cleaners,basketball,husband,69100,0,No,2024-02-11,0,2,2,2,OH,Springfield,7459 Flute St,23,3,0,0,3,0,2026-01-26,2024-02-16,6,6,8,2,8112,15441,5772,0,0,18794.32,7349.18,6187.98,5257.16,NS95F2428,No,500,1000,183,5,715,0.379737430063679
CC00000862,2022-03-01,22,28,182849748,1,2023-09-06,2024-03-06,250/500,1000,1139.0,6000000,617858,0,5,sales,sleeping,husband,42400,0,No,2024-01-14,0,0,0,1,SC,Northbend,7756 Solo Drive,0,3,1,1,2,2,2025-07-02,2024-01-18,10,1,5,1,3383,16521,2825,0,0,1026.86,488.52,84.9,453.44,FC72D4865,No,250,500,182,4,535,0.05215491885624729
CC00000863,2022-03-01,22,31,132596520,1,2023-10-21,2024-04-21,500/1000,2000,1320.75,0,441491,0,3,farming-fishing,video-games,wife,54100,0,No,2024-02-01,0,1,2,3,WV,Springfield,6315 2nd Lane,20,3,1,0,3,1,2025-06-12,2024-02-05,0,23,5,5,4619,12548,7352,0,0,9001.19,658.09,719.03,7624.07,WC67X2681,No,500,1000,183,4,497,0.05417578048143993
CC00000864,2022-09-01,16,28,132638383,1,2023-09-06,2024-03-06,250/500,1000,1340.56,0,433184,0,3,machine-op-inspct,golf,not-in-family,0,0,No,2024-01-17,2,2,1,1,NY,Northbend,9020 Elm Ave,19,1,2,0,2,1,2025-08-21,2024-01-17,10,1,2,0,1271,9677,6640,0,0,8523.8,5490.2,2696.05,337.55,FR06T8423,No,250,500,182,0,582,0.8863138114625744
CC00000865,2022-02-01,23,45,185742341,1,2023-10-02,2024-04-02,500/1000,1000,1362.29,0,442598,0,2,farming-fishing,yachting,unmarried,0,-51100,No,2024-02-27,0,0,1,0,NY,Northbend,4905 Francis Ave,18,3,0,0,0,0,2025-07-02,2024-03-01,10,3,6,1,5910,11598,6061,0,0,12467.84,4044.53,4928.23,3495.08,GM42Y4413,No,500,1000,183,3,491,0.2793563765236016
CC00000866,2022-09-01,16,54,111823129,2,2023-09-14,2024-03-14,100/300,2000,1506.21,0,453407,0,5,transport-moving,kayaking,unmarried,0,-24400,No,2024-01-22,0,2,1,1,NY,Riverwood,4693 Lincoln Hwy,16,3,0,1,0,2,2025-04-14,2024-01-26,9,35,3,3,2889,12242,4531,0,0,12894.66,291.84,2209.7,10393.12,MN23Z2778,No,100,300,182,4,448,0.03314777816521869
CC00000867,2022-06-01,19,49,160686502,0,2023-11-20,2024-05-20,250/500,500,1722.95,0,472634,0,6,transport-moving,base-jumping,not-in-family,63100,-13800,No,2024-02-28,2,1,1,1,WV,Hillsdale,6149 Best Ridge,3,1,1,2,0,1,2026-04-03,2024-03-04,11,21,0,2,526,16882,3246,0,0,2323.0,271.46,1724.71,326.83,BE06O1662,No,250,500,182,5,765,0.050011514475999226
CC00000868,2022-10-01,15,28,182849748,1,2023-09-06,2024-03-06,250/500,1000,1139.0,6000000,617858,0,5,sales,sleeping,husband,42400,0,No,2024-01-14,0,0,0,1,SC,Northbend,7756 Solo Drive,0,3,1,1,2,2,2025-07-02,2024-01-18,10,1,5,4,3668,12847,2660,0,0,23031.74,3883.45,15428.33,3719.96,EY06I1724,No,250,500,182,4,535,0.37973749030720655
CC00000869,2022-02-01,23,60,126099979,2,2023-09-06,2024-03-06,100/300,500,1298.91,6000000,459504,0,6,craft-repair,dancing,unmarried,52600,-38800,No,2024-01-06,2,0,0,1,NC,Springfield,7253 MLK St,0,1,2,0,0,2,2025-08-27,2024-01-09,5,14,9,1,9662,12652,2865,0,0,18925.29,10999.5,3517.45,4408.34,SV77J4775,No,100,300,182,3,599,0.4203122450547061
CC00000870,2022-10-01,15,41,156839274,2,2023-10-24,2024-04-24,500/1000,2000,1212.0,0,620473,0,5,exec-managerial,basketball,unmarried,24400,-60500,No,2024-01-28,2,0,2,0,NY,Springfield,7705 Best Ridge,4,1,2,0,1,1,2025-11-27,2024-01-28,7,36,6,0,6378,5097,5268,1,0,628.92,135.67,107.33,385.92,LL13N1974,No,500,1000,183,0,669,0.00894473607523415
CC00000871,2022-07-01,18,33,116890698,2,2023-09-26,2024-03-26,100/300,500,1240.47,0,472573,0,0,other-service,polo,husband,35300,0,No,2024-02-18,0,1,2,1,NC,Northbend,7476 4th St,11,3,2,1,1,2,2025-08-19,2024-02-18,6,10,8,3,7203,11872,2899,0,0,12465.49,8.75,4185.13,8271.61,ZH34N8691,No,100,300,182,0,548,0.0005052138064829035
CC00000872,2022-03-01,22,48,186212909,2,2023-10-05,2024-04-05,500/1000,2000,769.95,0,605486,0,5,prof-specialty,movies,not-in-family,0,-44200,No,2024-01-19,0,2,0,0,NY,Hillsdale,1012 5th Lane,16,2,1,2,3,0,2026-03-26,2024-01-23,1,4,7,0,7712,17519,4057,0,0,4887.22,116.27,1941.61,2829.34,FG95P1433,No,500,1000,183,4,797,0.006458170749657707
CC00000873,2022-01-01,24,41,112117835,1,2023-10-06,2024-04-06,500/1000,500,1398.51,4000000,472214,0,5,tech-support,polo,not-in-family,0,-57100,No,2024-02-01,0,2,0,1,NC,Northbend,4672 MLK St,13,3,1,2,0,0,2026-03-07,2024-02-01,2,38,9,2,8978,17156,6920,0,0,7958.46,6339.97,631.49,987.0,EZ10M3344,No,500,1000,183,0,765,0.2770663170545177
CC00000874,2022-08-01,17,54,156556702,2,2023-09-08,2024-03-08,500/1000,2000,1155.55,0,615901,0,4,craft-repair,bungie-jumping,unmarried,65700,0,No,2024-01-21,0,1,0,3,NY,Hillsdale,3930 Embaracadero St,4,3,1,2,0,2,2025-09-04,2024-01-23,7,36,1,0,1281,10994,7812,0,0,9313.19,3774.12,4026.64,1512.43,WX47B6168,No,500,1000,182,2,592,0.6076969276374158
CC00000875,2022-04-01,21,31,192210025,1,2023-09-06,2024-03-06,250/500,2000,1153.35,0,430714,0,6,craft-repair,golf,not-in-family,0,0,No,2024-02-02,3,3,3,3,NY,Hillsdale,3590 Best Hwy,9,1,0,2,1,1,2025-06-15,2024-02-03,11,19,5,2,4885,11417,7808,0,1,17607.93,10337.89,415.53,6854.51,TC63V7961,No,250,500,182,1,499,0.8256441178819582
CC00000876,2022-01-01,24,30,186411747,0,2023-11-03,2024-05-03,250/500,500,538.17,0,433782,0,6,transport-moving,reading,own-child,49700,-60200,No,2024-02-10,2,1,2,2,NC,Arlington,6660 MLK Drive,23,1,0,2,2,0,2025-05-01,2024-02-10,8,12,0,0,4198,9474,7165,0,0,24147.88,15793.62,6512.44,1841.82,PE57U6921,No,250,500,182,0,446,1.4333716627747308
CC00000877,2022-02-01,23,39,183287405,0,2023-08-19,2024-02-19,250/500,1000,1351.1,0,478456,0,6,tech-support,bungie-jumping,unmarried,0,0,No,2024-01-02,0,1,0,1,SC,Arlington,8973 Washington St,19,3,0,0,2,0,2025-12-29,2024-01-02,10,3,2,1,2454,6203,7478,1,0,21786.89,13078.11,6501.13,2207.65,WS26T3764,No,250,500,184,0,727,1.6575971507516034
CC00000878,2022-02-01,23,45,185742341,1,2023-10-02,2024-04-02,500/1000,1000,1362.29,0,442598,0,2,farming-fishing,yachting,unmarried,0,-51100,No,2024-02-27,0,0,1,0,NY,Northbend,4905 Francis Ave,18,3,0,0,0,0,2025-07-02,2024-03-01,10,3,6,4,5668,8880,7327,0,0,17522.25,4052.12,2354.16,11115.97,LC00E5522,No,500,1000,183,3,491,0.2875630533579728
CC00000879,2022-12-01,13,26,172711092,1,2023-08-20,2024-02-20,100/300,500,1451.62,0,456446,0,0,tech-support,kayaking,not-in-family,0,-55700,No,2024-01-03,2,1,1,0,WV,Columbus,4862 Lincoln Hwy,19,1,0,2,2,2,2025-09-22,2024-01-06,2,22,4,0,4162,8919,5809,0,0,4232.64,882.38,2977.66,372.6,DB82Q2478,No,100,300,184,3,628,0.08045135472976976
CC00000880,2022-09-01,16,31,176750522,2,2023-09-28,2024-03-28,250/500,500,1239.22,7000000,476458,0,2,tech-support,paintball,not-in-family,43400,-91200,No,2024-01-30,2,2,1,1,SC,Springfield,9169 Pine Ridge,12,1,2,0,1,0,2025-05-05,2024-02-02,1,5,3,5,2791,15349,4949,0,0,7857.89,1139.36,263.81,6454.72,XO33K2071,No,250,500,182,3,461,0.13102748752814647
CC00000881,2022-01-01,24,54,111823129,2,2023-09-14,2024-03-14,100/300,2000,1506.21,0,453407,0,5,transport-moving,kayaking,unmarried,0,-24400,No,2024-01-22,0,2,1,1,NY,Riverwood,4693 Lincoln Hwy,16,3,0,1,0,2,2025-04-14,2024-01-26,9,35,3,1,3008,10271,4042,0,0,23279.18,9976.12,2051.75,11251.31,UN66L2785,No,100,300,182,4,448,1.1135901912369455
CC00000882,2022-11-01,14,41,156839274,2,2023-10-24,2024-04-24,500/1000,2000,1212.0,0,620473,0,5,exec-managerial,basketball,unmarried,24400,-60500,No,2024-01-28,2,0,2,0,NY,Springfield,7705 Best Ridge,4,1,2,0,1,1,2025-11-27,2024-01-28,7,36,6,0,5876,8076,4295,0,0,15733.74,2957.73,7600.44,5175.57,GM14W1502,No,500,1000,183,0,669,0.20518987693033452
CC00000883,2022-01-01,24,35,196292559,0,2023-10-15,2024-04-15,500/1000,500,1054.83,7000000,446788,0,3,tech-support,cross-fit,husband,0,-51300,No,2024-02-25,2,0,2,1,NY,Northbend,8579 Apache Drive,17,1,2,2,3,0,2026-01-05,2024-02-25,8,7,1,4,1507,17681,5224,0,0,12264.45,3945.08,2249.72,6069.65,KC95Q7978,No,500,1000,183,0,680,0.6094086461670596
CC00000884,2022-02-01,23,40,158942066,0,2023-07-04,2024-01-04,500/1000,2000,1217.69,0,440106,0,4,prof-specialty,reading,wife,24000,0,No,2024-01-26,0,2,0,2,SC,Springfield,9138 1st St,6,3,1,1,0,2,2025-06-09,2024-01-28,4,27,1,0,1735,8127,6998,0,0,24504.32,3391.92,5120.73,15991.67,GT71W8156,No,500,1000,184,2,500,0.5041131071012962
CC00000885,2022-09-01,16,40,180782065,2,2023-09-25,2024-03-25,500/1000,500,885.08,0,459984,0,5,armed-forces,skydiving,other-relative,27000,-58900,No,2024-02-06,2,0,2,2,WV,Northbend,4098 Weaver Ridge,0,1,2,0,1,0,2025-06-07,2024-02-08,3,25,7,1,6923,8564,3992,0,0,3977.14,2177.0,1198.28,601.86,CP09Y9249,No,500,1000,182,2,487,0.129369565527438
CC00000886,2022-01-01,24,27,141887191,1,2023-08-17,2024-02-17,100/300,2000,1073.83,0,609930,0,3,farming-fishing,polo,husband,0,0,No,2024-01-17,3,3,3,4,NY,Arlington,2280 4th Ave,4,1,1,1,2,2,2025-06-14,2024-01-21,2,22,2,5,1947,14355,4045,0,0,5858.0,471.2,1673.22,3713.58,LP54L3830,No,100,300,184,4,514,0.0641271655847249
CC00000887,2022-02-01,23,33,130224439,0,2023-09-21,2024-03-21,100/300,1000,1427.14,0,446895,0,0,tech-support,kayaking,other-relative,35300,-58100,No,2024-02-15,1,3,1,3,WV,Northbend,1028 Sky Lane,3,1,0,1,1,0,2025-09-05,2024-02-18,12,18,2,1,2293,15754,4895,0,1,2527.84,795.59,260.46,1471.79,TN10E5331,No,100,300,182,3,568,0.10306130644413297
CC00000888,2022-01-01,24,37,191579764,1,2023-10-11,2024-04-11,100/300,2000,1337.28,8000000,610393,0,3,craft-repair,reading,husband,27500,0,No,2024-02-28,0,2,0,3,WV,Riverwood,9038 2nd Lane,10,3,0,2,2,2,2025-06-10,2024-03-03,5,14,0,1,1296,12379,2744,0,0,7905.86,3398.68,1798.96,2708.22,RT51Y1699,No,100,300,183,4,468,0.5458902591415915
CC00000889,2022-08-01,17,33,130784784,2,2023-09-23,2024-03-23,100/300,2000,1362.64,5000000,450332,0,3,exec-managerial,cross-fit,wife,0,0,No,2024-01-21,2,2,2,2,NC,Columbus,3414 Elm Ave,11,1,2,1,3,2,2025-05-12,2024-01-21,11,21,3,2,3426,16372,7353,0,0,2574.34,854.94,973.18,746.22,NR55O2749,No,100,300,182,0,477,0.09083278794420882
CC00000890,2022-06-01,19,36,120135138,0,2023-10-28,2024-04-28,500/1000,2000,1712.68,0,614233,0,0,handlers-cleaners,basketball,not-in-family,72200,0,No,2024-02-18,0,2,0,1,VA,Riverwood,4053 Sky Lane,17,3,1,2,0,1,2025-09-27,2024-02-21,1,4,0,5,1060,12418,3916,0,0,17252.43,1151.28,11739.63,4361.52,DZ38P4189,No,500,1000,183,3,587,0.20139525445550788
CC00000891,2022-07-01,18,37,122888917,1,2023-10-08,2024-04-08,500/1000,500,1415.68,0,603381,0,6,prof-specialty,yachting,own-child,0,0,No,2024-02-12,2,2,2,1,WV,Hillsdale,3540 Maple St,17,1,2,0,1,1,2025-08-20,2024-02-12,1,4,6,0,5709,8788,2294,0,0,20748.71,8945.07,9923.49,1880.15,YC33Y4870,No,500,1000,183,0,555,0.6315217613847762
